30
0 34.4471 19.4124 61.8401 72.6705 50.774 72.6705 17.2 18.3412 31.7855 31.4585 26.05 61.5045 42.2838 48.1203 70.8838 80.05 54.6805 54.0833 70.2054 13.8058 19.4124 26.3591 30.6 69.029 42.8402 32.0131 71.7799 19.8 69.1757 
34.4471 0 52.7181 80.05 42.6427 30.0566 42.6427 51.6314 31.4585 53.8401 21.587 8.78635 29.5466 60.9528 24.9303 53.2541 65.3057 70.446 24.8966 63 43.9318 52.0999 9.32309 47.2559 56.4588 37.013 59.0931 64.8 40.6192 34.8213 
19.4124 52.7181 0 50.4 87.1972 62.8334 87.1972 9 26.7858 23.2491 43.9318 44.808 77.4837 33.5219 61.5045 79.3826 86.3613 45.8144 69.1757 73.3989 21.587 18 45.3471 27.6116 75.1601 49.8401 18 74.6898 20.3096 87.5125 
61.8401 80.05 50.4 0 93.2309 68.3652 93.2309 59.4 50.3178 30.0566 59.6905 76.2758 90.4489 19.9489 71.0836 69.6425 68.8235 10.1548 81.2384 51.6314 70.7248 68.4 77.7691 33.5452 60.4417 49.8401 32.4 51.7254 43.1741 108.773 
72.6705 42.6427 87.1972 93.2309 0 26.05 0 89.1267 60.629 77.7342 43.3377 50.774 13.8058 79.4655 25.8627 30.5103 41.5293 83.2293 18.6462 51.1097 84.6191 91.9008 51.7536 69.1757 40.025 44.3355 86.0753 52.4549 68.8941 30.6 
50.774 30.0566 62.8334 68.3652 26.05 0 26.05 65.9776 36.0555 51.7254 19.4124 35.1027 22.4321 53.5716 5.4 23.2491 35.2647 58.2371 13.8058 35.2647 63.9641 70.143 36.6824 43.1504 27 18.6462 60.2 37.013 43.5986 42.8402 
72.6705 42.6427 87.1972 93.2309 0 26.05 0 89.1267 60.629 77.7342 43.3377 50.774 13.8058 79.4655 25.8627 30.5103 41.5293 83.2293 18.6462 51.1097 84.6191 91.9008 51.7536 69.1757 40.025 44.3355 86.0753 52.4549 68.8941 30.6 
17.2 51.6314 9 59.4 89.1267 65.9776 89.1267 0 30.4644 31.7855 46.6154 43.1504 78.4189 42.2838 63.9578 84.2342 92.0808 54.6805 70.6815 80.05 13.8058 9 43.3377 35.1027 80.8705 54.9422 27 81.4344 26.2275 86.3009 
18.3412 31.4585 26.7858 50.3178 60.629 36.0555 60.629 30.4644 0 22.4321 17.2939 26.2275 51.7254 30.5103 34.8213 53.8401 62.2415 41.5293 43 51.8714 32.0131 36.0649 27.6116 16.7726 51.1097 24.8966 27.9693 53.4404 9.32309 64.5879 
31.7855 53.8401 23.2491 30.0566 77.7342 51.7254 77.7342 31.7855 22.4321 0 36.635 48.5077 71.1157 10.8 52.379 62.8334 67.5307 23.4 61.8983 52.7765 41.4 40.5231 49.7932 8.6 56.6579 34.5879 9.32309 53.8401 13.8058 86.1371 
31.4585 21.587 43.9318 59.6905 43.3377 19.4124 43.3377 46.6154 17.2939 36.635 0 21.6 34.8213 41.6043 17.5727 40.025 50.3178 49.7932 25.8627 44.0477 44.8642 50.774 23.4 28.7124 39.8979 16.2 43.9318 45.8144 25.8627 49.8401 
26.05 8.78635 44.808 76.2758 50.774 35.1027 50.774 43.1504 26.2275 48.5077 21.6 0 38.0237 56.6424 30.5103 58.2278 69.7473 67.0904 32.522 65.3682 35.1454 43.3377 1.8 42.8402 60.1132 37.8 52.7765 67.153 34.831 43.1504 
61.5045 29.5466 77.4837 90.4489 13.8058 22.4321 13.8058 78.4189 51.7254 71.1157 34.8213 38.0237 0 74.5847 19.4124 37.013 49.355 80.2957 9.32309 55.0236 72.6705 80.3575 38.8247 62.8334 44.8308 40.6192 78.7281 56.6198 60.629 21.587 
42.2838 60.9528 33.5219 19.9489 79.4655 53.5716 79.4655 42.2838 30.5103 10.8 41.6043 56.6424 74.5847 0 55.2684 60.629 63.3725 12.6 65.2616 47.3396 52.2 51.1285 58.0827 13.8058 53.1161 35.1454 16.7726 48.1203 23.2491 91.3932 
48.1203 24.9303 61.5045 71.0836 25.8627 5.4 25.8627 63.9578 34.8213 52.379 17.5727 30.5103 19.4124 55.2684 0 28.3365 40.5231 60.9288 10.1548 40.5231 60.9288 67.5307 32.0131 43.9318 32.4 21.3214 60.4417 42.2838 43.0377 38.6663 
70.8838 53.2541 79.3826 69.6425 30.5103 23.2491 30.5103 84.2342 53.8401 62.8334 40.025 58.2278 37.013 60.629 28.3365 0 12.6 60.4417 32.4 21.3214 84.5719 89.7285 59.8468 54.6494 10.1548 29.5466 72.111 22.4321 59.0931 58.3908 
80.05 65.3057 86.3613 68.8235 41.5293 35.2647 41.5293 92.0808 62.2415 67.5307 50.3178 69.7473 49.355 63.3725 40.5231 12.6 0 60.629 45 17.2 93.8512 98.2928 71.4227 59.991 11.2161 37.3449 76.8315 17.2939 66.1553 70.5294 
54.6805 70.446 45.8144 10.1548 83.2293 58.2371 83.2293 54.6805 41.5293 23.4 49.7932 67.0904 80.2957 12.6 60.9288 60.4417 60.629 0 71.0836 43.5986 64.8 63.5843 68.642 24.9303 51.6 39.6913 28.3365 43.9318 35.2647 98.6722 
54.0833 24.8966 69.1757 81.2384 18.6462 13.8058 18.6462 70.6815 43 61.8983 25.8627 32.522 9.32309 65.2616 10.1548 32.4 45 71.0836 0 48.1751 65.9776 73.2699 33.6482 53.5716 38.766 31.4585 69.6425 49.8606 51.7254 29.0413 
70.2054 63 73.3989 51.6314 51.1097 35.2647 51.1097 80.05 51.8714 52.7765 44.0477 65.3682 55.0236 47.3396 40.5231 21.3214 17.2 43.5986 48.1751 0 83.863 87.124 67.153 46.0404 11.2161 28.3365 61.9048 1.8 53.8268 76.5632 
13.8058 43.9318 21.587 70.7248 84.6191 63.9641 84.6191 13.8058 32.0131 41.4 44.8642 35.1454 72.6705 52.2 60.9288 84.5719 93.8512 64.8 65.9776 83.863 0 8.78635 34.8213 42.2838 82.8348 56.6424 38.766 85.4133 31.7855 77.4837 
19.4124 52.0999 18 68.4 91.9008 70.143 91.9008 9 36.0649 40.5231 50.774 43.3377 80.3575 51.1285 67.5307 89.7285 98.2928 63.5843 73.2699 87.124 8.78635 0 43.1504 43.1741 87.1381 60.9528 36 88.5808 33.5452 86.0188 
26.3591 9.32309 45.3471 77.7691 51.7536 36.6824 51.7536 43.3377 27.6116 49.7932 23.4 1.8 38.8247 58.0827 32.0131 59.8468 71.4227 68.642 33.6482 67.153 34.8213 43.1504 0 44.2904 61.8401 39.6 53.8401 68.9385 36.0649 43.0377 
