100
0 59 46.2385 67.1863 26 36.2353 29.5296 67.1863 32.8024 36.2353 13.6015 27.5136 36.2353 39.4462 54.5894 59.9333 48.7955 34 29.0689 68.7677 65.6049 61 52.1536 37.108 64.4748 45 43.566 9.43398 63.5059 57.3847 34 54.7083 46.6154 83.2406 59.5399 27.8029 34.9285 73.5391 56.7186 44.4072 8.94427 58.5235 48.5489 36 62.1289 59.5399 45.4533 17.4642 67.1863 43.566 36 59.6825 35.2278 8 20.2485 35.171 53.2635 26.0768 63.3246 68.7677 58.5491 17.72 26.9258 50.2494 67.4759 60.4401 61.0574 41 67.7422 63.2456 66.0379 48.1041 65 74.9667 35.7351 52.6118 51.8652 10.6301 57.6975 64.4748 54.7449 54.4059 72.0694 66.3099 8.94427 9 44.6878 23.3452 67.7422 51.8652 65.9469 34.0588 63.561 28.2312 9.84886 46.7547 27.5136 34.3657 65.6201 40.3113 
59 0 23.3452 18.0278 64.4748 31.9061 51.9711 18.0278 46.8722 31.9061 48.6621 56.356 31.9061 51.7397 9.43398 26.4764 43.0116 25 52.8394 53.8516 55.3624 2 81.6884 24.6982 26 14 78.7718 64.4981 8.94427 47.8539 68.0955 18.3848 59.4138 52.345 60.0333 40.7185 26.2488 52.469 9.48683 34.7131 55.5788 17.2627 31.6228 23 57.6975 60.0333 46.0977 57.5674 18.0278 67.4759 23 9 65.192 59.5399 50.9215 76.0263 38.4708 66.3099 17.1172 53.8516 8.06226 66.2193 70.9366 30.5287 54.4059 17.0294 58.5918 21.0238 35.0143 56.8595 35.1283 22.0227 6 52.2398 58.8218 10.6301 52.4309 52.6118 62.1289 26 10.2956 67.4759 35.2278 26.0768 63.5059 68 45.3431 46.2385 35.0143 52.4309 43.9318 66.3702 26.0192 54.5894 63.6396 44.8219 72.8011 63.8122 10.8167 52.4023 
46.2385 23.3452 0 40.4969 43.9318 35.7351 51.8652 40.4969 48.7647 35.7351 33.2415 54.8179 11 28.6007 14.2127 14.2127 52.7731 19.2354 52.4309 69.029 69.0652 24.7588 83.4865 26.9258 18.3576 17.1172 78.1025 48.8365 21.9317 60.208 46.2385 9 65 72.4224 70.406 39.9625 12.7279 69.5845 29.0689 43.566 40.025 13 43.0465 18.3848 69.5845 70.406 53.8516 51.7397 22 69.9714 18.3848 30.5287 65 43.9318 32 54.7083 17.1172 62.2415 18 69.029 17.4929 58.8218 65.9469 43 69 15 69.8713 26.1725 54.1202 69.3542 53.6004 34.0588 27.8029 69.8713 36.2353 12.7279 61.6117 37.108 71.3092 18.3576 28.2312 74.0945 55.7136 46.6154 47.8539 54.7083 22.0227 43.4166 54.1202 61.6117 60.407 44.3847 45.5412 53.6004 53.7122 53.3667 52.7731 41.6293 34.0588 56.8595 
67.1863 18.0278 40.4969 0 77.9359 33 51.788 0 45.8912 33 59.5063 56.7186 47.3814 68.0147 27.313 44.3847 35.8469 35.3553 52.7731 40.3113 43.0116 17.4642 77.3692 30.0832 43.4166 26.2488 76.5506 74.3303 25.0799 37.4833 82.6196 36.4005 53.7122 35 50.2096 43 39.8246 37.3363 12.0416 30.3645 65.9242 35.171 25.632 33.6155 46.7547 50.2096 40.2492 61 34 63.561 33.6155 10 63.6003 69.6419 63.8122 89.8721 56.3649 67.6018 34.2345 40.3113 25.9615 70 72.5603 23.7697 41.3401 34.7131 48.1041 26.2488 19.3132 45.4533 20.1246 20 17 36.6879 74.2765 28.178 44.4072 63.1585 53.1507 43.4166 13.6015 60.2163 18.1108 9.84886 73.3894 75.9276 62.426 49 19.3132 44.4072 30.0167 81.0555 11.4018 54.7449 69.4622 38.4708 85.5862 78.7464 8 48.4665 
26 64.4748 43.9318 77.9359 0 53.6004 53.8516 77.9359 55.7136 53.6004 21.095 52.7731 33.2415 21.5407 56.921 54 69.8355 42.8019 53.6004 90.05 87.6584 66.3099 78.1025 50.2096 59 51.9711 69.3542 18.6815 65.521 78.7718 8 52.7731 71.3092 101.533 83.2166 48.3011 38.4708 93.7443 66.0379 63.2456 18.4391 56.7186 66.2193 44.4072 85.0882 83.2166 67.5426 43.1856 65.6201 69.3542 44.4072 68.6003 61.131 18 14.2127 12.0416 41.7732 52.0384 61.6604 90.05 60.7289 43.2897 52.469 67.4759 89.0674 58.6941 84.309 53.1507 84.1724 85.9069 82.807 62.2415 70.0071 94.8683 13.6015 55.0273 74.8465 19.3132 81.9085 59 64.3506 79.6241 87.6926 80.1561 18.4391 27.5136 30.0832 45.8803 84.1724 74.8465 85.2115 8.24621 77.8974 53.1507 35.2278 68.4251 9 9.43398 73.8241 64.195 
36.2353 31.9061 35.7351 33 53.6004 0 20.1246 33 15 0 32.6497 24.6982 34 52.3927 33.3017 48.3011 18.1108 17.1172 21.0238 37.3363 35.9026 33.6155 50.2096 8.94427 50.774 21.4009 46.8722 44.6542 39.8246 26.6833 60.208 39.4462 29.5296 48.1041 35.1283 10 25.0799 40.3113 25.2982 9.84886 37.5366 41.6173 12.7279 17.4642 35.0571 35.1283 18.2483 28 47.3814 36.0694 17.4642 28.1603 33.2866 40.6079 39.9625 65.437 51.788 35.171 44.6878 37.3363 36.0694 37 40.025 14.2127 36.6879 42.8019 35 11.3137 31.6228 35.2278 30 13 37.1214 41.3401 55.1543 32.0156 26.1725 35.3553 35.6931 50.774 23.4094 38.4838 35.8469 30.3645 43.8292 44.3847 51.0882 16 31.6228 26.1725 31.6228 59.1692 27.5136 22.8473 36.8782 18.0278 59.4138 57.7062 33.9559 21.6333 
29.5296 51.9711 51.8652 51.788 53.8516 20.1246 0 51.788 6 20.1246 34.1321 5 46.6154 60.2993 52.4976 65.6049 21.9317 32.8024 1 40.4599 36.7696 53.7122 31.6228 27.8029 68.7677 40.4599 27.0185 38.9487 59.6406 29.4109 61.6117 57.3847 17.4642 57.2451 30.0167 12.0416 39.4462 46.0435 45.31 22 35.4401 60.1082 27 34.0588 32.8024 30.0167 17.4929 13.4536 66.7083 18.3848 34.0588 48.1041 13.4536 36.7696 43.1045 64.2573 65.7951 16 63.7024 40.4599 55.6058 21.0238 21 29 38.9487 61.5224 31.6228 31.0644 44.911 34.0588 42.9535 32.28 57.2451 47.7074 60.075 50.9902 22.6716 34.7131 28.2312 68.7677 43.4626 26.0768 49.8197 47 38.4708 34.7131 61.8466 9.21954 44.911 22.6716 39.8121 61.1882 44 3 24.7588 19.2354 56.8595 60.6712 53.7587 10.8167 
67.1863 18.0278 40.4969 0 77.9359 33 51.788 0 45.8912 33 59.5063 56.7186 47.3814 68.0147 27.313 44.3847 35.8469 35.3553 52.7731 40.3113 43.0116 17.4642 77.3692 30.0832 43.4166 26.2488 76.5506 74.3303 25.0799 37.4833 82.6196 36.4005 53.7122 35 50.2096 43 39.8246 37.3363 12.0416 30.3645 65.9242 35.171 25.632 33.6155 46.7547 50.2096 40.2492 61 34 63.561 33.6155 10 63.6003 69.6419 63.8122 89.8721 56.3649 67.6018 34.2345 40.3113 25.9615 70 72.5603 23.7697 41.3401 34.7131 48.1041 26.2488 19.3132 45.4533 20.1246 20 17 36.6879 74.2765 28.178 44.4072 63.1585 53.1507 43.4166 13.6015 60.2163 18.1108 9.84886 73.3894 75.9276 62.426 49 19.3132 44.4072 30.0167 81.0555 11.4018 54.7449 69.4622 38.4708 85.5862 78.7464 8 48.4665 
32.8024 46.8722 48.7647 45.8912 55.7136 15 6 45.8912 0 15 35.171 11 44.643 60 48.0833 62.1289 16.6433 29.5296 7 36.0694 32.8024 48.5489 35.3836 23.3452 65 36.0694 31.9061 42.2019 54.8179 24.7588 63.2456 53.6004 17.1172 51.9711 27.5136 9.21954 36.7696 41.2311 39.8121 16 37.5766 56.0803 21 30.5287 29.5296 27.5136 12.7279 18.3576 62.2415 21.4009 30.5287 42.5441 18.3576 39.4462 43.9318 66.6408 63.5689 22 59.4138 36.0694 50.9902 26.5707 27 23 34.7131 57.3847 28.6356 26.2488 39.0512 30.5287 37.108 26.5707 51.9711 42.8019 60.6712 46.6905 19.2354 36.4005 26.4764 65 38.0132 26.3059 43.9318 41 41.6173 38.9487 60.6712 9.84886 39.0512 19.2354 34.4819 62.6418 38 9 29.4109 14.2127 59.5399 61.8466 48.1041 9 
36.2353 31.9061 35.7351 33 53.6004 0 20.1246 33 15 0 32.6497 24.6982 34 52.3927 33.3017 48.3011 18.1108 17.1172 21.0238 37.3363 35.9026 33.6155 50.2096 8.94427 50.774 21.4009 46.8722 44.6542 39.8246 26.6833 60.208 39.4462 29.5296 48.1041 35.1283 10 25.0799 40.3113 25.2982 9.84886 37.5366 41.6173 12.7279 17.4642 35.0571 35.1283 18.2483 28 47.3814 36.0694 17.4642 28.1603 33.2866 40.6079 39.9625 65.437 51.788 35.171 44.6878 37.3363 36.0694 37 40.025 14.2127 36.6879 42.8019 35 11.3137 31.6228 35.2278 30 13 37.1214 41.3401 55.1543 32.0156 26.1725 35.3553 35.6931 50.774 23.4094 38.4838 35.8469 30.3645 43.8292 44.3847 51.0882 16 31.6228 26.1725 31.6228 59.1692 27.5136 22.8473 36.8782 18.0278 59.4138 57.7062 33.9559 21.6333 
