30
0 31 43.7379 12 30.2324 50.2494 39.8121 52.8867 56.3649 58.6686 26.2488 26.2488 33.9706 38 13.6015 9 17.72 51.0392 34.2345 35.171 36.0555 30 20.2485 18.3848 44.2041 38.9487 56.3649 33.3017 56.4004 50.2494 
31 0 14.4222 43 58.5235 28.6356 17.72 68.0147 51.4782 51.0392 20.2485 10 59.5063 7 42.7551 40 39.8121 58.6686 43.4166 52.4976 54.8179 19.3132 45.31 29.4109 67.7422 26.0768 51.4782 26.5707 36.7696 28.6356 
43.7379 14.4222 0 55.5788 68.593 34 11.4018 71.4003 47.0106 45.2217 24.6982 18 68.1542 9.43398 54 52.6118 48.8365 59.4138 46.8722 58.1378 60.8358 32.2025 54.7449 37.108 82.1523 36.7696 47.0106 27.0185 26.0768 34 
12 43 55.5788 0 21.4009 60.8358 50.9215 51.0392 62.426 65.437 36.2353 37.855 27.313 50 8.06226 3 18.3848 52.8867 37.5766 34.1321 34 40.2492 17.0294 25.4951 38.0789 48.5489 62.426 42.2019 66.3702 60.8358 
30.2324 58.5235 68.593 21.4009 0 80.455 61 35.7351 59.6406 63.8122 45 50.8035 8.24621 65.2534 16.6433 23.3452 20 43.4166 33.6155 23.3452 21.4009 60.2163 14 32 52.0384 69.029 59.6406 47.676 72.0347 80.455 
50.2494 28.6356 34 60.8358 80.455 0 43.566 95.8019 79.3095 78.2624 48.7647 38.4708 83.4086 26.4764 63.8122 58.1378 64.4438 87.2353 71.5612 79.3977 81.3941 20.6155 69.029 56.0803 70.5762 14 79.3095 55.1543 60.0333 0 
39.8121 17.72 11.4018 50.9215 61 43.566 0 60.4649 36.0555 34.7131 16 14.2127 59.5399 17.1172 47.8539 48.1041 41 48.0833 36.2353 48.1041 50.9215 37 47 29 81.6884 43.566 36.0555 16.1245 19.2354 43.566 
52.8867 68.0147 71.4003 51.0392 35.7351 95.8019 60.4649 0 38 43 48.0833 58.0517 27.5136 72.8354 43.1045 51.2445 35.171 16 24.7588 17.72 17.1172 78.7718 34.1321 39.9625 86.977 88.193 38 44.4072 61.4003 95.8019 
56.3649 51.4782 47.0106 62.426 59.6406 79.3095 36.0555 38 0 5 34.2345 43.0116 53.7122 52.8867 55.4437 60.7454 44.6878 22 26.2488 37.1214 39.8121 69 48.7955 38.0132 99.985 77.1622 0 26.0768 27.0185 79.3095 
58.6686 51.0392 45.2217 65.437 63.8122 78.2624 34.7131 43 5 0 35.171 43.1856 58.1378 51.788 58.7282 63.6003 48.0833 27 30.2324 41.6293 44.3847 69.1809 52.4976 40.4969 102.626 77 5 26.9258 23.3452 78.2624 
26.2488 20.2485 24.6982 36.2353 45 48.7647 16 48.0833 34.2345 35.171 0 10.2956 43.7379 24.7588 32.28 33.6155 25 38.4708 23.3452 33.6155 36.2353 35.2278 31 13 70.0928 43.9318 34.2345 8.24621 30.2324 48.7647 
26.2488 10 18 37.855 50.8035 38.4708 14.2127 58.0517 43.0116 43.1856 10.2956 0 50.9215 15.2643 36 34.9285 31.3209 48.7647 33.4215 42.8019 45.2217 26.0192 37.108 20.1246 67.4759 34.2345 43.0116 17.2627 32.8024 38.4708 
33.9706 59.5063 68.1542 27.313 8.24621 83.4086 59.5399 27.5136 53.7122 58.1378 43.7379 50.9215 0 65.9242 20.8087 28.6531 19.6977 36.0694 28.4605 16.6433 14.2127 63.7024 14.4222 31.0483 60.1332 72.8354 53.7122 45 68.593 83.4086 
38 7 9.43398 50 65.2534 26.4764 17.1172 72.8354 52.8867 51.788 24.7588 15.2643 65.9242 0 49.6488 47 46.2385 62.426 48.0833 58.0086 60.4649 22.8035 51.8652 35.3553 73.8241 27.5136 52.8867 29.6816 34.7131 26.4764 
13.6015 42.7551 54 8.06226 16.6433 63.8122 47.8539 43.1045 55.4437 58.7282 32.28 36 20.8087 49.6488 0 8.24621 10.8167 44.9222 30.0167 26.0768 26.0192 43.6005 9 20.1246 45.8803 52.4976 55.4437 37.1214 61.7414 63.8122 
9 40 52.6118 3 23.3452 58.1378 48.1041 51.2445 60.7454 63.6003 33.6155 34.9285 28.6531 47 8.24621 0 17.4642 52.1728 36.4005 34 34.1321 37.5899 17.1172 23.3452 39.3573 46.0435 60.7454 39.8246 63.8122 58.1378 
17.72 39.8121 48.8365 18.3848 20 64.4438 41 35.171 44.6878 48.0833 25 31.3209 19.6977 46.2385 10.8167 17.4642 0 34.7131 19.2354 17.4642 18.3848 45.4533 6 12 56.4624 54.8179 44.6878 28.1603 52.811 64.4438 
51.0392 58.6686 59.4138 52.8867 43.4166 87.2353 48.0833 16 22 27 38.4708 48.7647 36.0694 62.426 44.9222 52.1728 34.7131 0 17.1172 20.2485 22.0227 72.4224 36.4005 34.3657 90.7579 81.5966 22 32.8024 46.2385 87.2353 
34.2345 43.4166 46.8722 37.5766 33.6155 71.5612 36.2353 24.7588 26.2488 30.2324 23.3452 33.4215 28.4605 48.0833 30.0167 36.4005 19.2354 17.1172 0 13 16 55.7136 22.6716 17.2627 75.6439 65 26.2488 20.1246 41 71.5612 
35.171 52.4976 58.1378 34.1321 23.3452 79.3977 48.1041 17.72 37.1214 41.6293 33.6155 42.8019 16.6433 58.0086 26.0768 34 17.4642 20.2485 13 0 3 61.5873 17.1172 23.3452 71.3092 71.0211 37.1214 32.28 54 79.3977 
