60
0 61.3922 11.4018 66.6408 54.7814 32.45 13.6015 25.4951 13.6015 27.5136 17.8885 36.7696 40.6079 61.3922 60.0333 36.0555 20.1246 54.0833 23.7697 18.3576 55.5428 34 37.4833 25.7099 33 68.9638 41.0488 25.9615 46.0435 27.8029 22.0227 20.8087 28.2312 62.0967 8 31.6228 5 25.4951 33 25.4558 21.9317 29.6816 44.3847 36.0555 36.4005 28.4253 47.7074 62.426 44.3847 61.3922 34.1321 4 13 21.6333 33.2415 42.2019 50.774 54.2033 30.5287 35.3836 
61.3922 0 69.2604 42 34.2053 79.2465 57.2713 39.3573 57.2713 88.7694 52.0865 37.4833 57.0088 0 15 36.0694 81.0432 32.28 69.5845 74.8465 12.7279 29.0689 94.8472 35.6931 63.2456 21 44.4072 35.5106 89.56 43.9318 50.774 49.7393 89.2861 3 53.6004 91.4166 62.6418 39.3573 63.2456 78.1601 76.4853 45.4533 17.1172 36.0694 26 78.5175 90.1388 24.6982 29.4109 0 88.5889 60.6712 60 81.9085 82.3772 40.8167 43.4626 26.2488 86.0523 86.7006 
11.4018 69.2604 0 77.8267 65.7951 21.9317 24.7588 36.0555 24.7588 23.3452 19.2354 47.8539 51.7397 69.2604 69.5845 47.0106 18.3576 65 15 23 61.8466 43.566 38.0132 34.0147 27.5136 74.0945 52.4309 34 35.3553 30.0167 33.4215 32.2025 24.7588 69.5845 18.3848 30.2324 15 36.0555 27.5136 14.2127 27 41.0488 52.1536 47.0106 43.4166 17.4929 37.1214 66.6408 55.0273 69.2604 37.108 9.48683 10.8167 21.0238 39 43.4166 62.1289 58.1378 19.2354 24.0416 
66.6408 42 77.8267 0 12.7279 96.0208 55.0273 42.4382 55.0273 88.295 68.7677 30.0167 35.1283 42 27 31.0644 80.5233 14.2127 85.8021 70.214 51.788 38.9487 86.0233 49.4975 86.2786 63 26.6833 50.2096 109.018 66.7083 45.5412 46.2385 87.8635 45 59.5399 86.7006 64.622 42.4382 86.2786 91.0659 69.5845 37.3363 43.4626 31.0644 49.3964 93.1933 110.259 65.6201 24.7588 42 78 68.4763 73.2393 79.8311 69.0652 72.0694 17.1172 64.2884 97.0618 101.02 
54.7814 34.2053 65.7951 12.7279 0 83.4865 43.9318 30.0167 43.9318 77.7817 56.0803 18.0278 28.6356 34.2053 20.1246 18.7883 69.8713 2 73.2393 60.1332 42 26.2488 77.3175 36.7696 73.5527 54.7449 17.2627 37.4833 96.4002 54.037 34.5254 34.9285 77.5242 37.108 47.4236 77.026 53.1601 30.0167 73.5527 78.7718 60 26.3059 32.0156 18.7883 37.1214 80.7775 97.6166 56 12.0416 34.2053 69.5845 56.3649 60.7454 69.4622 61.1882 59.9333 10.6301 53.6004 85 88.6848 
32.45 79.2465 21.9317 96.0208 83.4865 0 46.0435 53.6004 46.0435 36.8782 28.2312 66.2193 73.0068 79.2465 83.2166 65 36 82.3772 10.2956 43.9318 69.1809 58.5918 54.5894 47.8539 18.9737 78.3135 72.1388 47.4236 13.6015 35.3553 53.9073 52.4023 38.833 78.7718 37.4833 45.7056 36.7151 53.6004 18.9737 9 47.8539 60.8112 63.0635 65 53.8516 5 15.2643 69.5845 71.8679 79.2465 56 29.2062 22.8035 39 59.6825 43.566 81.4678 61.2944 13.6015 8.544 
13.6015 57.2713 24.7588 55.0273 43.9318 46.0435 0 18.0278 0 34.0588 27 26.1725 27.0185 57.2713 52.7731 26.0192 26.0768 43.566 37.1214 17.72 54.2033 28.2312 37.5766 24.0416 44.7214 68.7677 28.6356 24.7588 59.6406 34.2053 9.48683 9.05539 34 58.5918 11 34.7131 10 18.0278 44.7214 38.9487 19.2354 17.72 41.3401 26.0192 35.3836 42.0119 61.2944 63.7024 35 57.2713 31.6228 17 25.2982 26.0192 27.0185 48.1041 38.4838 56.2228 43.4166 48.7955 
25.4951 39.3573 36.0555 42.4382 30.0167 53.6004 18.0278 0 18.0278 51.1566 27.0185 12.7279 27 39.3573 35.1283 11.4018 43.1856 29.0689 43.4166 35.7351 37.4833 10.2956 55.5428 11 45.4863 52.4023 20.1246 12 66.7083 28.1603 12.0416 10.6301 51.3517 40.8167 17.72 52.6308 25 0 45.4863 48.7647 37.1618 11 24.0832 11.4018 20.1246 50.774 68.0147 48.5489 18.9737 39.3573 49.2443 26.5707 30.8058 43.566 43.4166 39 28.4253 42.0476 55.1543 58.6686 
13.6015 57.2713 24.7588 55.0273 43.9318 46.0435 0 18.0278 0 34.0588 27 26.1725 27.0185 57.2713 52.7731 26.0192 26.0768 43.566 37.1214 17.72 54.2033 28.2312 37.5766 24.0416 44.7214 68.7677 28.6356 24.7588 59.6406 34.2053 9.48683 9.05539 34 58.5918 11 34.7131 10 18.0278 44.7214 38.9487 19.2354 17.72 41.3401 26.0192 35.3836 42.0119 61.2944 63.7024 35 57.2713 31.6228 17 25.2982 26.0192 27.0185 48.1041 38.4838 56.2228 43.4166 48.7955 
27.5136 88.7694 23.3452 88.295 77.7817 36.8782 34.0588 51.1566 34.0588 0 42.2019 60.208 55.9464 88.7694 86.2844 60.075 8 77.5242 35.3553 18.3848 83.006 60.6712 18 53.1601 49.3964 96.1509 61.6117 53.4509 47 53.0094 43.2897 43.1045 2 89.56 35.171 9 26.3059 51.1566 49.3964 28.1603 20.2485 51.4782 71.8401 60.075 63.9062 32.0156 49 89.1852 69.029 88.7694 21.5407 29.0689 34.0588 8.544 28.6007 66.7083 71.3092 80.7775 25 33 
17.8885 52.0865 19.2354 68.7677 56.0803 28.2312 27 27.0185 27 42.2019 0 39.6989 50.9215 52.0865 55.0273 38.2099 36.0694 54.8179 18.0278 36.2353 43.4166 30.5287 54.8179 19.7231 18.7883 55.0273 46.8722 19.2354 40.4969 10.8167 31.3209 29.4109 43.4166 52 16 48.0833 22.4722 27.0185 18.7883 26.0768 39.8121 36.2353 35.3553 38.2099 26.1725 26.6833 41.6173 47.4236 44.2041 52.0865 51.9711 14.4222 8.544 38.2099 50.9215 24.7588 55.4437 38.9102 34 34.9285 
